,Guest House,Place,room,bed,Condition,price,Travel Sustainable Level,Rating,Total Reviews
25865,Serendipity Rooms,"Milan City Centre, Milan",Junior Suite,Private suite1 large double bed,Very good,US$295,,8.5,"1,102 reviews"
25866,Vatican Luxury Home,"Vaticano Prati, Rome",Double Room,1 extra-large double bed,Very good,US$94,,8.1,290 reviews
25867,Casa Garibaldi,Pontremoli,Double Room,"2 beds (1 single, 1 large double)",Superb,US$58,,9.1,37 reviews
25868,Affittacamere Stelvio,Sondrio,Deluxe Double or Twin Room,2 single beds,Very good,US$48,,8.5,187 reviews
25869,Il Verrocchio,"San Marco - Santissima Annunziata, Florence",Double or Twin Room,Beds: 1 double or 2 singles,Good,US$49,,7.7,969 reviews
25870,Affittacamere Casa Quisquina,Santo Stefano Quisquina,Twin Room,2 single beds,Superb,US$53,,9.2,149 reviews
25871,Le Scale Sul Barocco,"Ragusa Ibla, Ragusa",Double Room with Terrace,1 large double bed,Very good,US$52,,8.5,452 reviews
25872,Dreaming in Rome - Vittorio Veneto Guest House,"Via Veneto, Rome",Triple Room,"2 beds (1 sofa bed, 1 large double)",Fabulous,US$83,,8.9,257 reviews
25873,LA CASCINA DEL VIAGGIATORE,Pianola,Twin Room with Bathroom,2 single beds,Very good,US$55,Travel Sustainable Level 2,8.5,227 reviews
25874,Pantheon Unique Rooms,"Pantheon, Rome",Deluxe Room,"2 beds (1 single, 1 large double)",Superb,US$181,Travel Sustainable Level 1,9.0,179 reviews
25875,B&B Al Centro Storico,Barletta,Double Room,1 large double bed,Fabulous,US$48,,8.8,250 reviews
25876,Dimora Tre Cancelli,Tricarico,Double Room,1 large double bed,Good,US$53,,7.6,94 reviews
25877,Babuccio Art Inn,"Trevi, Rome",Deluxe Double Room,1 extra-large double bed,Good,US$94,,7.3,102 reviews
25878,Suitedream Vatican,"Vaticano Prati, Rome",Double Room with Balcony,1 large double bed,Good,US$79,,7.9,45 reviews
25879,Villa Mezzacollina,Battifolle,Suite,"Private suite • 1 bedroom • 1 living room • 2 bathrooms • 861.1feet²2 beds (1 single, 1 large double)",Fabulous,US$86,,8.9,47 reviews
25880,Yes I Know My Room,"Naples Historical Centre, Naples",Double Room with Private Bathroom,1 large double bed,Superb,US$59,Travel Sustainable Level 1,9.1,27 reviews
25881,Residenza Ognissanti,"Santa Maria Novella, Florence",Quadruple Room,"2 beds (1 extra-large double, 1 sofa bed)",Very good,US$130,,8.4,562 reviews
25882,Blue Inn Luxury Suites,"Via Veneto, Rome",Double Room with Balcony,1 extra-large double bed,Fabulous,US$117,Travel Sustainable Level 1,8.8,351 reviews
25883,Il Casale Relais,San Giuliano Terme,Comfort Double Room,1 large double bed,Fabulous,US$91,,8.6,205 reviews
25884,Alloggio Le Casette,"Verona Historical Centre, Verona",Double or Twin Room with Private Bathroom,1 large double bed,Good,US$77,,7.9,314 reviews
25885,Charme Rooms,Taranto,Deluxe Double or Twin Room,"2 beds (1 single, 1 extra-large double)",Very good,US$59,,8.3,281 reviews
25886,Ca' dei Proverbi Suites,"Cannaregio, Venice",Suite,"Private suite • 1 bedroom • 1 living room • 1 bathroom • 430.6feet²3 beds (2 sofa beds, 1 large double)",Superb,US$192,,9.3,426 reviews
25887,Residenza Frenguelli,Spello,Single Room,1 single bed,Fabulous,US$53,,8.7,508 reviews
25888,L'Imperiale RomaTrastevere,"Gianicolense, Rome",Double Room with Private Bathroom,1 large double bed,Good,US$86,,7.9,242 reviews
25889,Napoleone Luxury Home roma,"Central Station, Rome",Triple Room,"2 beds (1 single, 1 extra-large double)",Very good,US$85,,8.0,584 reviews
25890,Halex room&food,Nettuno,Budget Twin Room,2 single beds,Very good,US$75,,8.5,213 reviews
25891,Guest House Masterintrastevere,"Portuense, Rome",Double Room,1 extra-large double bed,Superb,US$107,,9.0,211 reviews
25892,Battisti 56,Porto SantʼElpidio,Double Room,1 large double bed,Superb,US$62,Travel Sustainable Level 1,9.0,148 reviews
25893,Miramed rooms,Termoli,Double Room,1 large double bed,Superb,US$43,,9.0,363 reviews
25894,Siberia Rooms,"Porta Nuova, Verona",Single Room with Private Bathroom,1 single bed,Fabulous,US$53,,8.7,341 reviews
25895,Blue Sea,Posada,Double Room with Private Bathroom,1 double bed,Superb,US$53,,9.4,165 reviews
25896,Il Torrino,Galatina,Deluxe Twin Room,2 single beds,Very good,US$52,,8.3,120 reviews
25897,Km 119,Modugno,Double Room with Private Bathroom,1 double bed,Good,US$41,,7.1,103 reviews
25898,About Italy Holiday Rooms and Apartments,Portovenere,Double Room,1 large double bed,Very good,US$86,Travel Sustainable Level 1,8.2,673 reviews
25899,Vista Mare Guest House,Civitanova Marche,Double Room with Sea View,"2 beds (1 double, 1 sofa bed)",Superb,US$55,,9.1,65 reviews
25900,Il Seminario,Alba,Single Room,1 single bed,Very good,US$53,,8.5,551 reviews
25901,Ai Cerri di Remí,Lauria,Double Room with Private Bathroom,1 double bed,Fabulous,US$64,,8.7,53 reviews
25902,Abraxia Guest House,Comiso,Deluxe Single Room,1 single bed,Very good,US$45,,8.4,92 reviews
25903,Foresteria Crotasc,Mese,Double Room,1 large double bed,Superb,US$128,,9.4,102 reviews
25904,Tiber Rooms Testaccio,"Aventino, Rome",Double Room with Private Bathroom,1 large double bed,Superb,US$95,Travel Sustainable Level 1,9.2,97 reviews
25905,Carducci 49,"Old Town, Mantova",Deluxe Room,1 large double bed,Very good,US$62,,8.3,323 reviews
25906,KayDee GuestHouse,"Central Station, Rome",Comfort Room,1 double bed,Good,US$48,,7.3,297 reviews
25907,Affittacamere Dal Falco,Pienza,Single Room,1 single bed,Very good,US$59,,8.5,291 reviews
25908,Sweet Home Faleria,"San Giovanni, Rome",Deluxe Double Room,"2 beds (1 sofa bed, 1 large double)",Fabulous,US$70,,8.8,122 reviews
25909,BeachFront Rooms Marina di Ragusa,Marina di Ragusa,Family Room with Private Bathroom,"3 beds (2 singles, 1 double)",Very good,US$53,,8.5,284 reviews
25910,Ai Giudici,"La Kalsa, Palermo",Double Room with Private Bathroom,1 large double bed,Superb,US$61,,9.0,43 reviews
25911,Royal Palace Gate,San Nicola La Strada,Quadruple Room with Private Bathroom,"3 beds (2 singles, 1 large double)",Review score,US$36,,6.8,63 reviews
25912,Gattini33,Matera,Deluxe Room,1 large double bed,Superb,US$53,,9.0,338 reviews
25913,Guest House Service - Express Airport Apartment,Modugno,Comfort Triple Room,Multiple bed types,Good,US$58,Travel Sustainable Level 1,7.6,152 reviews
25914,The Boutique Napoli Suite,"Plebiscito, Naples",Deluxe Room,1 large double bed,Fabulous,US$75,,8.7,643 reviews
25915,Kleine,Gressoney-Saint-Jean,Quadruple Room with Private Bathroom,"2 beds (1 bunk bed, 1 large double)",Good,US$107,,7.7,191 reviews
25916,La Pergola,Vezzano Ligure,Single Room with Shared Bathroom,1 single bed,Very good,US$42,Travel Sustainable Level 1,8.1,493 reviews
25917,Ai Senatori,"Vaticano Prati, Rome",Deluxe Triple Room,"2 beds (1 sofa bed, 1 large double)",Very good,US$128,,8.2,135 reviews
25918,Il Carro Comfortable Rooms,San Giovanni Gemini,Twin Room with Balcony,2 single beds,Exceptional,US$59,,9.5,51 reviews
25919,CAVOUR BARI CENTRO _ BRAND CITY LIFE _,"Bari City Centre, Bari",Standard Double Room with Shared Bathroom,1 large double bed,Review score,US$34,,6.5,161 reviews
25920,Guest House Foligno Porta Romana,Foligno,Two-Bedroom Apartment,Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 645.8feet²2 large double beds,Superb,US$96,,9.2,233 reviews
25921,La Rocca Guest House & Spa,Montefalco,Double Room,1 large double bed,Fabulous,US$91,Travel Sustainable Level 1,8.9,187 reviews
25922,Iceman Room's Central,"Old Town , Bolzano",Double Room with Shower,1 large double bed,Review score,US$73,,5.6,"1,521 reviews"
25923,Masseria D'Aprile,Castellaneta,Deluxe Double Room with Extra Bed,"3 beds (2 singles, 1 extra-large double)",Very good,US$64,,8.5,77 reviews
25924,Gregorio's Rooms,"Vaticano Prati, Rome",Double Room with Balcony,1 large double bed,Fabulous,US$97,Travel Sustainable Level 1,8.9,199 reviews
25925,Le Corti del Re,"Plebiscito, Naples",Double or Twin Room,Beds: 1 double or 2 singles,Very good,US$80,Travel Sustainable Level 2,8.5,"1,477 reviews"
25926,Last Minute Ferrara,Ferrara,Triple Room with Shared Bathroom,"2 beds (1 single, 1 large double)",Very good,US$44,,8.5,538 reviews
25927,Sweet Home Pigneto Guest House,"Prenestino Labicano, Rome",Budget Double Room,1 double bed,Exceptional,US$85,Travel Sustainable Level 1,9.5,401 reviews
25928,QUEEN 20 - PRIVATE ROOMS DUOMO,"Naples Historical Centre, Naples",Double Room with Private Bathroom,1 large double bed,Very good,US$55,,8.1,157 reviews
25929,Casa Genna,Isola delle Femmine,Double Room,1 large double bed,Good,US$85,,7.8,64 reviews
25930,Luxury Venetian Rooms,"Castello, Venice",Double or Twin Room,1 large double bed,Superb,US$163,,9.2,"1,088 reviews"
25931,Guest House Pirelli Milano,"Stazione Centrale, Milan",Twin Room with Shared Bathroom,2 single beds,Review score,US$100,,6.9,"1,662 reviews"
25932,House Orlando,Sferracavallo,Double Room with Private Bathroom,1 extra-large double bed,Very good,US$53,,8.0,144 reviews
25933,INDUSTRIAL CHIC HOUSE,Orvieto,Double Room,1 large double bed,Superb,US$82,,9.3,385 reviews
25934,CAVOUR URBAN ROOMS,"Rione Monti, Rome",Triple Room with Private Bathroom,"2 beds (1 sofa bed, 1 large double)",Very good,US$118,,8.1,73 reviews
25935,Casa Del Sole,"Sassi di Matera, Matera",Standard Double Room - Separate Building,1 double bed,Very good,US$83,Travel Sustainable Level 1,8.0,964 reviews
25936,Il Gallo Bianco,Cagliari,Twin Room,2 single beds,Fabulous,US$88,,8.7,273 reviews
25937,Rosa dei Venti,Provaglio d'Iseo,Double Room,1 large double bed,Fabulous,US$54,Travel Sustainable Level 1,8.7,158 reviews
25938,Rose Suite,"Central Station, Rome",Deluxe Double Room,1 large double bed,Very good,US$99,,8.5,257 reviews
25939,I Broletti del Garda,Pacengo di Lazise,Double Room,1 large double bed,Exceptional,US$106,,9.5,224 reviews
25940,Locanda Dell'Arte,Naples,Superior Double Room,1 large double bed,Good,US$67,Travel Sustainable Level 1,7.7,826 reviews
25941,Catania Over Time,"City Centre, Catania",Double Room with Private External Bathroom,1 large double bed,Superb,US$73,Travel Sustainable Level 1,9.4,118 reviews
25942,Locanda Il Porcellum,Bagno Vignoni,Double Room,1 large double bed,Fabulous,US$91,,8.6,326 reviews
25943,I LOVE ROMA Guest House,"Vaticano Prati, Rome",Small Double Room,1 large double bed,Very good,US$79,,8.0,257 reviews
25944,Golgi Suite,Pavia,Deluxe Double Room,1 large double bed,Fabulous,US$139,Travel Sustainable Level 2,8.8,497 reviews
25945,Villa Mimosa au Lac - Estella Hotels Italia,Toscolano Maderno,Small Double Room,1 double bed,Fabulous,US$115,,8.7,276 reviews
25946,Casa Paradiso,Castronuovo di Sicilia,Triple Room with Balcony,3 single beds,Exceptional,US$37,Travel Sustainable Level 1,9.7,6 reviews
25947,Olga's House,"Uffizi, Florence",Single Room,1 single bed,Very good,US$67,,8.2,559 reviews
25948,Madonna de' Monti Suites - Daplace Collection,"Rione Monti, Rome",Deluxe Double Room,1 large double bed,Very good,US$138,,8.2,402 reviews
25949,Welcomely - Cocco e Dessi Home,Oristano,Double Room with Private External Bathroom,"2 beds (1 single, 1 large double)",Fabulous,US$43,,8.7,158 reviews
25950,Eighty Four Luxury Rooms,"Vaticano Prati, Rome",Double Room,1 large double bed,Fabulous,US$89,,8.9,289 reviews
25951,Casa a Corte,Copertino,King Room,"2 beds (1 single, 1 large double)",Superb,US$53,,9.4,68 reviews
25952,NUMA ROMA GuestHouse,"Vaticano Prati, Rome",Double Room,1 large double bed,Fabulous,US$143,Travel Sustainable Level 1,8.9,135 reviews
25953,Town House 57,"Vaticano Prati, Rome",Double Room,1 large double bed,Fabulous,US$101,,8.6,300 reviews
25954,Micheli Suite Anfiteatro Square,"Lucca Centro Storico, Lucca",Deluxe Double Room,1 extra-large double bed,Superb,US$139,,9.4,222 reviews
25955,ANTICA VILLA - Guest House & Hammam - Servizi come un Hotel a Cuneo,Cuneo,Double Room,1 large double bed,Fabulous,US$78,,8.8,491 reviews
25956,Agula Relais camera matrimoniale,Pugnano,Double Room,1 large double bed,Very good,US$41,,8.1,92 reviews
25957,ForliHouse,Forlì,Quadruple Room with Private Bathroom,"7 beds (3 singles, 4 doubles)",Very good,US$84,,8.3,3 reviews
25958,Palazzo Mulada,Frattamaggiore,Single Room,"2 beds (1 single, 1 extra-large double)",Very good,US$60,,8.5,288 reviews
25959,Blue Velvet Rooms,Tortolì,Double Room with Patio,1 large double bed,Exceptional,US$66,,9.5,187 reviews
25960,Serendipity Rooms,"Milan City Centre, Milan",Junior Suite,Private suite1 large double bed,Very good,US$295,,8.5,"1,102 reviews"
25961,Vatican Luxury Home,"Vaticano Prati, Rome",Double Room,1 extra-large double bed,Very good,US$94,,8.1,290 reviews
25962,Casa Garibaldi,Pontremoli,Double Room,"2 beds (1 single, 1 large double)",Superb,US$58,,9.1,37 reviews
25963,Affittacamere Stelvio,Sondrio,Double or Twin Room,2 single beds,Very good,US$48,,8.5,187 reviews
25964,Il Verrocchio,"San Marco - Santissima Annunziata, Florence",Double or Twin Room,Beds: 1 double or 2 singles,Good,US$49,,7.7,969 reviews
25965,Affittacamere Casa Quisquina,Santo Stefano Quisquina,Twin Room,2 single beds,Superb,US$53,,9.2,149 reviews
25966,Le Scale Sul Barocco,"Ragusa Ibla, Ragusa",Double Room with Terrace,1 large double bed,Very good,US$52,,8.5,452 reviews
25967,Dreaming in Rome - Vittorio Veneto Guest House,"Via Veneto, Rome",Triple Room,"2 beds (1 sofa bed, 1 large double)",Fabulous,US$83,,8.9,257 reviews
25968,LA CASCINA DEL VIAGGIATORE,Pianola,Twin Room with Private Bathroom,2 single beds,Very good,US$55,Travel Sustainable Level 2,8.5,227 reviews
25969,Pantheon Unique Rooms,"Pantheon, Rome",Deluxe Room,"2 beds (1 single, 1 large double)",Superb,US$181,Travel Sustainable Level 1,9.0,179 reviews
25970,B&B Al Centro Storico,Barletta,Double Room,1 large double bed,Fabulous,US$48,,8.8,250 reviews
25971,Dimora Tre Cancelli,Tricarico,Double Room,1 large double bed,Good,US$53,,7.6,94 reviews
25972,Babuccio Art Inn,"Trevi, Rome",Deluxe Double Room,1 extra-large double bed,Good,US$94,,7.3,102 reviews
25973,Villetta Capodimonte,"Capodimonte, Naples",Basic Double Room,1 large double bed,Fabulous,US$84,Travel Sustainable Level 2,8.7,290 reviews
25974,Suitedream Vatican,"Vaticano Prati, Rome",Double Room with Balcony,1 large double bed,Good,US$79,,7.9,45 reviews
25975,Villa Mezzacollina,Battifolle,Suite,"Private suite • 1 bedroom • 1 living room • 2 bathrooms • 861.1feet²2 beds (1 single, 1 large double)",Fabulous,US$86,,8.9,47 reviews
25976,Yes I Know My Room,"Naples Historical Centre, Naples",Double Room with Private Bathroom,1 large double bed,Superb,US$59,Travel Sustainable Level 1,9.1,27 reviews
25977,Residenza Ognissanti,"Santa Maria Novella, Florence",Quadruple Room,"2 beds (1 extra-large double, 1 sofa bed)",Very good,US$130,,8.4,562 reviews
25978,Blue Inn Luxury Suites,"Via Veneto, Rome",Double Room with Balcony,1 extra-large double bed,Fabulous,US$117,Travel Sustainable Level 1,8.8,351 reviews
25979,Il Casale Relais,San Giuliano Terme,Comfort Double Room,1 large double bed,Fabulous,US$91,,8.6,205 reviews
25980,ANTICA VILLA - Guest House & Hammam - Servizi come un Hotel a Cuneo,Cuneo,Double Room,1 large double bed,Fabulous,US$78,,8.8,491 reviews
25981,Agula Relais camera matrimoniale,Pugnano,Double Room,1 large double bed,Very good,US$41,,8.1,92 reviews
25982,ForliHouse,Forlì,Quadruple Room with Private Bathroom,"7 beds (3 singles, 4 doubles)",Very good,US$84,,8.3,3 reviews
25983,Palazzo Mulada,Frattamaggiore,Single Room,"2 beds (1 single, 1 extra-large double)",Very good,US$60,,8.5,288 reviews
25984,Blue Velvet Rooms,Tortolì,Double Room with Patio,1 large double bed,Exceptional,US$66,,9.5,187 reviews
25985,Serendipity Rooms,"Milan City Centre, Milan",Junior Suite,Private suite1 large double bed,Very good,US$295,,8.5,"1,102 reviews"
25986,Vatican Luxury Home,"Vaticano Prati, Rome",Double Room,1 extra-large double bed,Very good,US$94,,8.1,290 reviews
25987,Casa Garibaldi,Pontremoli,Double Room,"2 beds (1 single, 1 large double)",Superb,US$58,,9.1,37 reviews
25988,Affittacamere Stelvio,Sondrio,Double or Twin Room,2 single beds,Very good,US$48,,8.5,187 reviews
25989,Il Verrocchio,"San Marco - Santissima Annunziata, Florence",Double or Twin Room,Beds: 1 double or 2 singles,Good,US$49,,7.7,969 reviews
25990,Affittacamere Casa Quisquina,Santo Stefano Quisquina,Twin Room,2 single beds,Superb,US$53,,9.2,149 reviews
25991,Le Scale Sul Barocco,"Ragusa Ibla, Ragusa",Double Room with Terrace,1 large double bed,Very good,US$52,,8.5,452 reviews
25992,Dreaming in Rome - Vittorio Veneto Guest House,"Via Veneto, Rome",Triple Room,"2 beds (1 sofa bed, 1 large double)",Fabulous,US$83,,8.9,257 reviews
25993,LA CASCINA DEL VIAGGIATORE,Pianola,Twin Room with Bathroom,2 single beds,Very good,US$55,,8.5,227 reviews
25994,Pantheon Unique Rooms,"Pantheon, Rome",Deluxe Room,"2 beds (1 single, 1 large double)",Superb,US$181,,9.0,179 reviews
25995,B&B Al Centro Storico,Barletta,Double Room,1 large double bed,Fabulous,US$48,,8.8,250 reviews
25996,Dimora Tre Cancelli,Tricarico,Double Room,1 large double bed,Good,US$53,,7.6,94 reviews
25997,Babuccio Art Inn,"Trevi, Rome",Deluxe Double Room,1 extra-large double bed,Good,US$94,,7.3,102 reviews
25998,Suitedream Vatican,"Vaticano Prati, Rome",Double Room with Balcony,1 large double bed,Good,US$79,,7.9,45 reviews
25999,Villa Mezzacollina,Battifolle,Suite,"Private suite • 1 bedroom • 1 living room • 2 bathrooms • 861.1feet²2 beds (1 single, 1 large double)",Fabulous,US$86,,8.9,47 reviews
26000,Yes I Know My Room,"Naples Historical Centre, Naples",Double Room with Private Bathroom,1 large double bed,Superb,US$59,,9.1,27 reviews
26001,Residenza Ognissanti,"Santa Maria Novella, Florence",Quadruple Room,"2 beds (1 extra-large double, 1 sofa bed)",Very good,US$130,,8.4,562 reviews
26002,Blue Inn Luxury Suites,"Via Veneto, Rome",Double Room with Balcony,1 extra-large double bed,Fabulous,US$117,,8.8,351 reviews
26003,Il Casale Relais,San Giuliano Terme,Comfort Double Room,1 large double bed,Fabulous,US$91,,8.6,205 reviews
26004,Alloggio Le Casette,"Verona Historical Centre, Verona",Double Room,1 double bed,Good,US$77,,7.9,314 reviews
26005,Charme Rooms,Taranto,Deluxe Double or Twin Room,"2 beds (1 single, 1 extra-large double)",Very good,US$59,,8.3,281 reviews
26006,Ca' dei Proverbi Suites,"Cannaregio, Venice",Suite,"Private suite • 1 bedroom • 1 living room • 1 bathroom • 430.6feet²3 beds (2 sofa beds, 1 large double)",Superb,US$192,,9.3,426 reviews
26007,Residenza Frenguelli,Spello,Single Room,1 single bed,Fabulous,US$53,,8.7,508 reviews
26008,L'Imperiale RomaTrastevere,"Gianicolense, Rome",Double Room with Private Bathroom,1 large double bed,Good,US$86,,7.9,242 reviews
26009,Napoleone Luxury Home roma,"Central Station, Rome",Triple Room,"2 beds (1 single, 1 extra-large double)",Very good,US$85,,8.0,584 reviews
26010,Halex room&food,Nettuno,Budget Twin Room,2 single beds,Very good,US$75,,8.5,213 reviews
